Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for promoting interoperability of EHRs,Hospital overall rating,Mortality national comparison,Safety of care national comparison,Readmission national comparison,Patient experience national comparison,Effectiveness of care national comparison,Timeliness of care national comparison,Efficient use of medical imaging national comparison,Year
131313,TETON VALLEY HOSPITAL,120 EAST HOWARD AVE,DRIGGS,ID,83422,TETON,2083542383,Critical Access Hospitals,Voluntary non-profit - Private,True,False,Not Available,Not Available,Not Available,Not Available,Not Available,Same as the national average,Same as the national average,Not Available,2017
131320,CLEARWATER VALLEY HOSPITAL & CLINICS,301 CEDAR STREET,OROFINO,ID,83544,CLEARWATER,2084764555,Critical Access Hospitals,Voluntary non-profit - Private,True,True,3,Same as the national average,Not Available,Same as the national average,Same as the national average,Not Available,Not Available,Not Available,2017
131323,ST LUKE'S WOOD RIVER MEDICAL CENTER,100 HOSPITAL DRIVE,KETCHUM,ID,83340,BLAINE,2087278800,Critical Access Hospitals,Voluntary non-profit - Private,True,True,Not Available,Not Available,Not Available,Same as the national average,Above the national average,Not Available,Not Available,Not Available,2017
131324,LOST RIVERS MEDICAL CENTER,551 HIGHLAND DRIVE,ARCO,ID,83213,BUTTE,2085278206,Critical Access Hospitals,Government - Hospital District or Authority,True,True,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2017
131326,CASSIA REGIONAL HOSPITAL,1501 HILAND AVENUE,BURLEY,ID,83318,CASSIA,2086784444,Critical Access Hospitals,Voluntary non-profit - Private,True,True,3,Same as the national average,Not Available,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,2017
140001,GRAHAM HOSPITAL ASSOCIATION,210 WEST WALNUT STREET,CANTON,IL,61520,FULTON,3096475240,Acute Care Hospitals,Voluntary non-profit - Other,True,True,3,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average,2017
140008,LOYOLA GOTTLIEB MEMORIAL HOSPITAL,701 WEST NORTH AVE,MELROSE PARK,IL,60160,COOK,7084504924,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,Same as the national average,Same as the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,2017
140012,KATHERINE SHAW BETHEA HOSPITAL,403 E 1ST ST,DIXON,IL,61021,LEE,8152885531,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,Same as the national average,Same as the national average,Above the national average,Same as the national average,Above the national average,Above the national average,Same as the national average,2017
140040,GALESBURG COTTAGE HOSPITAL,695 N KELLOGG ST,GALESBURG,IL,61401,KNOX,3093454555,Acute Care Hospitals,Proprietary,True,True,3,Same as the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,2017
140048,ADVOCATE TRINITY HOSPITAL,2320 E 93RD ST,CHICAGO,IL,60617,COOK,7739672000,Acute Care Hospitals,Voluntary non-profit - Other,True,True,3,Above the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,2017
140049,WEST SUBURBAN MEDICAL CENTER,3 ERIE COURT,OAK PARK,IL,60302,COOK,7083836200,Acute Care Hospitals,Voluntary non-profit - Other,True,True,3,Same as the national average,Same as the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,2017
140058,PASSAVANT AREA HOSPITAL,1600 W WALNUT ST,JACKSONVILLE,IL,62650,MORGAN,2172459551,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,Below the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,2017
140059,JERSEY COMMUNITY HOSPITAL,400 MAPLE SUMMIT ROAD,JERSEYVILLE,IL,62052,JERSEY,6184986402,Acute Care Hospitals,Government - Local,True,True,3,Same as the national average,Not Available,Same as the national average,Above the national average,Same as the national average,Same as the national average,Not Available,2017
140064,ST MARY MEDICAL CENTER,3333 NORTH SEMINARY,GALESBURG,IL,61401,KNOX,3093443161,Acute Care Hospitals,Voluntary non-profit - Church,True,True,3,Below the national average,Above the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,2017
140077,TOUCHETTE REGIONAL HOSPITAL INC,5900 BOND AVENUE,CENTREVILLE,IL,62207,SAINT CLAIR,6183323060,Acute Care Hospitals,Voluntary non-profit - Private,True,True,2,Same as the national average,Not Available,Same as the national average,Below the national average,Same as the national average,Below the national average,Not Available,2017
140103,ST BERNARD HOSPITAL,326 W 64TH ST,CHICAGO,IL,60621,COOK,7739623900,Acute Care Hospitals,Voluntary non-profit - Private,True,True,2,Same as the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Not Available,2017
140116,CENTEGRA HEALTH SYSTEM - MC HENRY HOSPITAL,4201 MEDICAL CENTER DRIVE,MCHENRY,IL,60050,MCHENRY,8153445000,Acute Care Hospitals,Voluntary non-profit - Other,True,True,5,Above the national average,Above the national average,Above the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,2017
140117,PRESENCE RESURRECTION MEDICAL CENTER,7435 W TALCOTT AVENUE,CHICAGO,IL,60631,COOK,7737748000,Acute Care Hospitals,Voluntary non-profit - Church,True,True,4,Above the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average,2017
140119,RUSH UNIVERSITY MEDICAL CENTER,1653 WEST CONGRESS PARKWAY,CHICAGO,IL,60612,COOK,3129425000,Acute Care Hospitals,Voluntary non-profit - Private,True,True,4,Above the national average,Above the national average,Below the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,2017
140124,JOHN H STROGER JR HOSPITAL,1901 W HARRISON ST,CHICAGO,IL,60612,COOK,3128646000,Acute Care Hospitals,Government - Local,False,True,2,Same as the national average,Same as the national average,Below the national average,Below the national average,Below the national average,Below the national average,Same as the national average,2017
140127,ADVOCATE BROMENN MEDICAL CENTER,1304 FRANKLIN AVENUE,NORMAL,IL,61761,MCLEAN,3094541400,Acute Care Hospitals,Voluntary non-profit - Church,True,True,3,Below the national average,Same as the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Below the national average,2017
140143,ST MARGARETS HOSPITAL,600 E 1ST ST,SPRING VALLEY,IL,61362,BUREAU,8156641176,Acute Care Hospitals,Voluntary non-profit - Private,True,True,4,Same as the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average,Above the national average,Same as the national average,2017
140145,ST JOSEPHS HOSPITAL,9515 HOLY CROSS LN,BREESE,IL,62230,CLINTON,6185264511,Acute Care Hospitals,Voluntary non-profit - Church,False,True,4,Same as the national average,Not Available,Above the national average,Above the national average,Same as the national average,Above the national average,Same as the national average,2017
140150,UNIVERSITY OF ILLINOIS HOSPITAL,1740 WEST TAYLOR ST SUITE 1400,CHICAGO,IL,60612,COOK,3129963900,Acute Care Hospitals,Government - State,True,True,1,Same as the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,2017
140172,FRANCISCAN HEALTH OLYMPIA & CHICAGO HEIGHTS,20201 S CRAWFORD AVENUE,OLYMPIA FIELDS,IL,60461,COOK,7087474000,Acute Care Hospitals,Proprietary,True,True,1,Above the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,2017
140176,CENTEGRA HEALTH SYSTEM - WOODSTOCK HOSPITAL,3701 DOTY ROAD,WOODSTOCK,IL,60098,MCHENRY,8157885823,Acute Care Hospitals,Voluntary non-profit - Private,True,True,4,Same as the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,2017
140179,LITTLE COMPANY OF MARY HOSPITAL,2800 W 95TH ST,EVERGREEN PARK,IL,60805,COOK,7084226200,Acute Care Hospitals,Voluntary non-profit - Other,True,True,2,Same as the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Below the national average,Below the national average,2017
140181,SOUTH SHORE HOSPITAL,8012 SOUTH CRANDON AVENUE,CHICAGO,IL,60617,COOK,7737680810,Acute Care Hospitals,Voluntary non-profit - Private,True,True,2,Same as the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Not Available,2017
140182,ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,836 WEST WELLINGTON AVENUE,CHICAGO,IL,60657,COOK,7739751600,Acute Care Hospitals,Voluntary non-profit - Church,True,True,2,Same as the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average,2017
140208,ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER,4440 W 95TH STREET,OAK LAWN,IL,60453,COOK,7086848000,Acute Care Hospitals,Voluntary non-profit - Church,True,True,3,Above the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average,2017
140223,ADVOCATE LUTHERAN GENERAL HOSPITAL,1775 DEMPSTER ST,PARK RIDGE,IL,60068,COOK,8477232210,Acute Care Hospitals,Voluntary non-profit - Church,True,True,3,Same as the national average,Below the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Above the national average,2017
140224,PRESENCE SAINT JOSEPH HOSPITAL - CHICAGO,2900 NORTH LAKE SHORE DRIVE,CHICAGO,IL,60657,COOK,7736653000,Acute Care Hospitals,Voluntary non-profit - Church,True,True,2,Above the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,2017
140233,SAINT ANTHONY MEDICAL CENTER,5666 EAST STATE STREET,ROCKFORD,IL,61108,WINNEBAGO,8152262000,Acute Care Hospitals,Voluntary non-profit - Church,True,True,3,Below the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,2017
140240,WESTLAKE COMMUNITY HOSPITAL,1225 LAKE ST,MELROSE PARK,IL,60160,COOK,7089384000,Acute Care Hospitals,Voluntary non-profit - Other,True,True,3,Same as the national average,Same as the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,2017
140250,ADVOCATE SOUTH SUBURBAN HOSPITAL,17800 S KEDZIE AVE,HAZEL CREST,IL,60429,COOK,7087998000,Acute Care Hospitals,Voluntary non-profit - Church,False,True,4,Same as the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,Below the national average,Above the national average,2017
